county,State,Population_Estimate,Per_Age_over_65,M_per_100_F,Per_high_school_Degree,Per_Bachelor_Degree,Median_Income,Per_votes_Rep,Party_Gov,Voting_Behaviour
Spartanburg County,SC,291240,0.146,94.4,0.298,0.227,43907,0.63,Rep,Rep
Sumter County,SC,107777,0.14,92.3,0.292,0.192,41332,0.43,Rep,Rep
Union County,SC,28125,0.181,91.9,0.378,0.122,34033,0.58,Rep,Rep
Williamsburg County,SC,33238,0.171,94.7,0.403,0.113,28297,0.32,Rep,Rep
York County,SC,240076,0.126,93.3,0.278,0.295,54117,0.58,Rep,Rep
Aurora County,SD,2729,0.212,106.6,0.371,0.179,48750,0.69,Rep,Rep
Beadle County,SD,18168,0.162,99.7,0.333,0.197,46267,0.66,Rep,Rep
Bennett County,SD,3438,0.111,93.3,0.288,0.175,42171,0.58,Rep,Rep
Bon Homme County,SD,7013,0.204,136.9,0.375,0.185,45254,0.71,Rep,Rep
Brookings County,SD,33046,0.102,103.8,0.261,0.408,50082,0.53,Rep,Rep
Brown County,SD,38060,0.157,95.5,0.333,0.282,53100,0.6,Rep,Rep
Brule County,SD,5330,0.174,96.8,0.304,0.243,49531,0.68,Rep,Rep
Buffalo County,SD,2038,0.096,101.6,0.434,0.095,31163,0.35,Rep,Rep
Butte County,SD,10292,0.177,97.7,0.351,0.177,41920,0.77,Rep,Rep
Campbell County,SD,1548,0.245,89.5,0.42,0.219,45170,0.85,Rep,Rep
Charles Mix County,SD,9239,0.177,99.1,0.379,0.182,43109,0.69,Rep,Rep
Clark County,SD,3625,0.211,103.8,0.373,0.214,49600,0.69,Rep,Rep
Clay County,SD,14011,0.105,100.1,0.278,0.451,36608,0.42,Rep,Rep
Codington County,SD,27750,0.153,101.4,0.397,0.203,48912,0.67,Rep,Rep
Corson County,SD,4149,0.108,104.8,0.344,0.161,31676,0.5,Rep,Rep
Custer County,SD,8394,0.248,99.9,0.309,0.259,52218,0.7,Rep,Rep
Davison County,SD,19787,0.17,101.4,0.269,0.272,49991,0.65,Rep,Rep
Day County,SD,5618,0.244,101.7,0.388,0.171,39216,0.59,Rep,Rep
Deuel County,SD,4341,0.203,107.7,0.408,0.204,53152,0.66,Rep,Rep
Dewey County,SD,5579,0.098,95,0.354,0.141,37206,0.42,Rep,Rep
Douglas County,SD,2973,0.242,96.9,0.411,0.193,52500,0.83,Rep,Rep
Edmunds County,SD,4018,0.216,97,0.339,0.24,56000,0.75,Rep,Rep
Fall River County,SD,6906,0.253,102.9,0.31,0.232,45997,0.7,Rep,Rep
Faulk County,SD,2359,0.234,110.4,0.343,0.233,43679,0.77,Rep,Rep
Grant County,SD,7227,0.196,109.6,0.443,0.171,51272,0.67,Rep,Rep
Gregory County,SD,4226,0.243,103.9,0.386,0.172,37540,0.77,Rep,Rep
Haakon County,SD,2083,0.219,102.4,0.376,0.201,41518,0.9,Rep,Rep
Hamlin County,SD,5982,0.174,102,0.433,0.201,58602,0.74,Rep,Rep
Hand County,SD,3375,0.261,102.5,0.336,0.225,47163,0.77,Rep,Rep
Hanson County,SD,3386,0.137,104.1,0.344,0.26,60741,0.75,Rep,Rep
Harding County,SD,1328,0.134,108.8,0.301,0.299,52396,0.9,Rep,Rep
Hughes County,SD,17466,0.146,94.7,0.272,0.329,59177,0.63,Rep,Rep
Hutchinson County,SD,7226,0.24,98.5,0.329,0.267,45075,0.75,Rep,Rep
Hyde County,SD,1413,0.218,98.7,0.476,0.161,51776,0.79,Rep,Rep
Jackson County,SD,3237,0.144,97.1,0.322,0.198,45074,0.66,Rep,Rep
Jerauld County,SD,2031,0.224,90,0.409,0.16,53125,0.67,Rep,Rep
Jones County,SD,781,0.225,99.7,0.388,0.166,35972,0.81,Rep,Rep
Kingsbury County,SD,5107,0.215,102.9,0.374,0.218,53828,0.66,Rep,Rep
Lake County,SD,12086,0.187,103.6,0.32,0.323,54535,0.6,Rep,Rep
Lawrence County,SD,24645,0.175,98.1,0.337,0.295,45548,0.63,Rep,Rep
Lincoln County,SD,49874,0.098,99.1,0.218,0.405,76094,0.61,Rep,Rep
Lyman County,SD,3837,0.149,112,0.365,0.191,43030,0.69,Rep,Rep
McCook County,SD,5613,0.196,100.3,0.332,0.239,56954,0.69,Rep,Rep
McPherson County,SD,2263,0.297,106.1,0.302,0.154,36375,0.78,Rep,Rep
Marshall County,SD,4701,0.195,108.2,0.318,0.224,51788,0.54,Rep,Rep
Meade County,SD,26381,0.135,110.1,0.323,0.23,52473,0.73,Rep,Rep
Mellette County,SD,2086,0.137,99.8,0.387,0.153,30938,0.59,Rep,Rep
Miner County,SD,2306,0.217,103.4,0.391,0.231,44938,0.66,Rep,Rep
Minnehaha County,SD,178942,0.119,100.4,0.293,0.295,53525,0.54,Rep,Rep
Moody County,SD,6439,0.163,100.5,0.338,0.256,52446,0.59,Rep,Rep
Oglala Lakota County,SD,14153,0.063,92.7,0.282,0.114,26369,0.08,Rep,Rep
Pennington County,SD,106085,0.147,100.2,0.281,0.282,50890,0.62,Rep,Rep
Perkins County,SD,2981,0.24,102.1,0.376,0.192,39773,0.83,Rep,Rep
Potter County,SD,2307,0.267,90.8,0.407,0.205,46081,0.8,Rep,Rep
Roberts County,SD,10318,0.181,100.3,0.375,0.166,48614,0.55,Rep,Rep
Sanborn County,SD,2339,0.2,109.8,0.388,0.176,50541,0.73,Rep,Rep
Spink County,SD,6570,0.197,102.3,0.364,0.223,48217,0.63,Rep,Rep
Stanley County,SD,2962,0.174,101.9,0.347,0.269,56829,0.73,Rep,Rep
Sully County,SD,1469,0.183,127.4,0.356,0.238,60417,0.79,Rep,Rep
Todd County,SD,9942,0.07,95.7,0.222,0.144,31128,0.23,Rep,Rep
Tripp County,SD,5504,0.207,102.1,0.347,0.222,37153,0.79,Rep,Rep
Turner County,SD,8302,0.199,101.2,0.363,0.209,53378,0.71,Rep,Rep
Union County,SD,14842,0.153,101.5,0.3,0.314,64471,0.67,Rep,Rep
Walworth County,SD,5495,0.236,95.8,0.369,0.217,43221,0.77,Rep,Rep
Yankton County,SD,22636,0.168,108.8,0.353,0.267,48176,0.59,Rep,Rep
Ziebach County,SD,2833,0.07,96.5,0.404,0.138,35119,0.48,Rep,Rep
Anderson County,TN,75430,0.184,94.2,0.338,0.239,42880,0.65,Rep,Rep
Bedford County,TN,45986,0.144,97.4,0.412,0.137,41984,0.75,Rep,Rep
Benton County,TN,16261,0.219,97.1,0.461,0.108,33240,0.75,Rep,Rep
Bledsoe County,TN,13686,0.166,127.8,0.428,0.107,37013,0.78,Rep,Rep
Blount County,TN,125188,0.178,93.9,0.349,0.228,48286,0.72,Rep,Rep
Bradley County,TN,102062,0.154,94.8,0.323,0.199,42114,0.78,Rep,Rep
Campbell County,TN,40176,0.189,93.9,0.418,0.103,32028,0.79,Rep,Rep
Cannon County,TN,13787,0.177,96.8,0.422,0.14,41533,0.76,Rep,Rep
Carroll County,TN,28353,0.192,95.1,0.414,0.141,35508,0.75,Rep,Rep
Carter County,TN,56941,0.19,95.8,0.389,0.161,33213,0.8,Rep,Rep
Cheatham County,TN,39422,0.128,98.4,0.366,0.193,51857,0.71,Rep,Rep
Chester County,TN,17324,0.161,91.9,0.385,0.157,40167,0.79,Rep,Rep
Claiborne County,TN,31748,0.177,96.1,0.423,0.142,34899,0.8,Rep,Rep
Clay County,TN,7780,0.235,96.5,0.447,0.147,28804,0.73,Rep,Rep
Cocke County,TN,35321,0.189,95.4,0.466,0.101,31187,0.81,Rep,Rep
Coffee County,TN,53448,0.164,94.7,0.392,0.183,41590,0.72,Rep,Rep
Crockett County,TN,14600,0.171,89.8,0.404,0.13,35464,0.74,Rep,Rep
Cumberland County,TN,57455,0.284,95.2,0.383,0.182,38576,0.78,Rep,Rep
Davidson County,TN,658506,0.108,93.2,0.241,0.373,48368,0.34,Rep,Rep
Decatur County,TN,11686,0.224,94.8,0.446,0.127,37263,0.78,Rep,Rep
DeKalb County,TN,19038,0.17,99.9,0.432,0.139,38319,0.74,Rep,Rep
Dickson County,TN,50472,0.15,96.3,0.437,0.145,44680,0.71,Rep,Rep
Dyer County,TN,38054,0.158,93.8,0.402,0.193,42468,0.77,Rep,Rep
Fayette County,TN,38814,0.176,97.2,0.358,0.229,54890,0.68,Rep,Rep
Fentress County,TN,17931,0.194,96,0.442,0.109,30259,0.83,Rep,Rep
Franklin County,TN,41138,0.185,95,0.37,0.195,42773,0.7,Rep,Rep
Gibson County,TN,49572,0.173,90.7,0.384,0.16,38457,0.71,Rep,Rep
Giles County,TN,28949,0.183,95.8,0.423,0.148,41093,0.72,Rep,Rep
Grainger County,TN,22736,0.178,99.1,0.453,0.112,35391,0.83,Rep,Rep
Greene County,TN,68576,0.191,95.3,0.426,0.15,35196,0.79,Rep,Rep
Grundy County,TN,13524,0.199,97.8,0.42,0.108,27373,0.76,Rep,Rep
Hamblen County,TN,62999,0.17,95,0.421,0.155,37617,0.77,Rep,Rep
Hamilton County,TN,348121,0.156,93.1,0.273,0.287,48248,0.56,Rep,Rep
Hancock County,TN,6642,0.18,97.5,0.394,0.106,26898,0.83,Rep,Rep
Hardeman County,TN,26253,0.155,119.6,0.444,0.101,31801,0.53,Rep,Rep
Hardin County,TN,25900,0.207,95,0.436,0.127,35290,0.81,Rep,Rep
Hawkins County,TN,56595,0.185,95.7,0.442,0.125,36927,0.8,Rep,Rep
Haywood County,TN,18248,0.156,88,0.421,0.129,34182,0.44,Rep,Rep
Henderson County,TN,28013,0.163,92.6,0.398,0.128,38745,0.8,Rep,Rep
Henry County,TN,32269,0.21,94.3,0.451,0.155,38234,0.74,Rep,Rep
Hickman County,TN,24283,0.152,110.5,0.433,0.106,36334,0.73,Rep,Rep
Houston County,TN,8290,0.19,97.8,0.463,0.105,39401,0.69,Rep,Rep
Humphreys County,TN,18240,0.185,98.4,0.428,0.134,41949,0.69,Rep,Rep
Jackson County,TN,11496,0.199,102.4,0.477,0.081,31534,0.73,Rep,Rep
Jefferson County,TN,52490,0.183,97.2,0.395,0.156,42417,0.78,Rep,Rep
Johnson County,TN,18017,0.201,115.2,0.409,0.092,30763,0.82,Rep,Rep
Knox County,TN,444348,0.14,94.6,0.265,0.346,48701,0.59,Rep,Rep
Lake County,TN,7687,0.146,179.5,0.446,0.088,30086,0.69,Rep,Rep
Lauderdale County,TN,27427,0.134,108.9,0.445,0.09,30281,0.56,Rep,Rep
Lawrence County,TN,42226,0.172,96.7,0.422,0.124,37814,0.79,Rep,Rep
Lewis County,TN,11944,0.19,101.5,0.432,0.121,36621,0.78,Rep,Rep
Lincoln County,TN,33550,0.179,96,0.419,0.167,40389,0.78,Rep,Rep
Loudon County,TN,50229,0.241,94.8,0.342,0.255,51107,0.75,Rep,Rep
McMinn County,TN,52506,0.183,94.5,0.427,0.15,38535,0.78,Rep,Rep
McNairy County,TN,26103,0.194,94.5,0.442,0.114,32557,0.78,Rep,Rep
Macon County,TN,22761,0.153,97,0.439,0.095,33509,0.84,Rep,Rep
Madison County,TN,98184,0.145,90,0.329,0.254,42544,0.56,Rep,Rep
Marion County,TN,28306,0.178,96,0.372,0.134,41348,0.71,Rep,Rep
Marshall County,TN,31159,0.146,97,0.42,0.135,42661,0.72,Rep,Rep
Maury County,TN,84089,0.143,93.2,0.366,0.192,47692,0.68,Rep,Rep
Meigs County,TN,11716,0.191,96.5,0.427,0.082,34424,0.77,Rep,Rep
Monroe County,TN,45293,0.184,100.3,0.42,0.121,35291,0.78,Rep,Rep
Montgomery County,TN,185980,0.083,99.3,0.308,0.247,50344,0.56,Rep,Rep
Moore County,TN,6351,0.208,93.7,0.402,0.176,49427,0.79,Rep,Rep
Morgan County,TN,21794,0.153,126,0.513,0.064,39049,0.81,Rep,Rep
Obion County,TN,31129,0.182,92.3,0.413,0.168,40281,0.78,Rep,Rep
Overton County,TN,22100,0.187,96.9,0.437,0.133,35287,0.74,Rep,Rep
Perry County,TN,7864,0.199,100.8,0.414,0.11,31425,0.76,Rep,Rep
Pickett County,TN,5097,0.254,96.6,0.384,0.114,36773,0.77,Rep,Rep
Polk County,TN,16687,0.188,100.6,0.433,0.098,38925,0.78,Rep,Rep
Putnam County,TN,73810,0.157,96.8,0.378,0.233,35343,0.7,Rep,Rep
Rhea County,TN,32394,0.171,97.9,0.381,0.129,36146,0.79,Rep,Rep
Roane County,TN,53162,0.206,95.9,0.366,0.184,40854,0.74,Rep,Rep
Robertson County,TN,67426,0.129,96.3,0.384,0.177,53151,0.72,Rep,Rep
Rutherford County,TN,282558,0.092,97.5,0.296,0.301,56219,0.6,Rep,Rep
Scott County,TN,22043,0.152,95.9,0.476,0.089,30246,0.85,Rep,Rep
Sequatchie County,TN,14592,0.186,96.7,0.402,0.129,45408,0.78,Rep,Rep
Sevier County,TN,93617,0.172,96.1,0.375,0.164,42258,0.79,Rep,Rep
Shelby County,TN,937750,0.112,91.1,0.271,0.303,46224,0.35,Rep,Rep
Smith County,TN,19136,0.153,98.2,0.48,0.102,43914,0.74,Rep,Rep
Stewart County,TN,13286,0.186,100.8,0.42,0.142,42023,0.73,Rep,Rep
Sullivan County,TN,156752,0.199,93.9,0.348,0.219,40346,0.76,Rep,Rep
Sumner County,TN,169623,0.141,95.4,0.328,0.246,57382,0.7,Rep,Rep
Tipton County,TN,61674,0.124,97.9,0.39,0.151,53669,0.72,Rep,Rep
Trousdale County,TN,7884,0.152,99.8,0.428,0.144,41029,0.67,Rep,Rep
Unicoi County,TN,18069,0.209,98,0.416,0.125,33210,0.79,Rep,Rep
Union County,TN,19096,0.157,99,0.442,0.091,37351,0.81,Rep,Rep
Van Buren County,TN,5596,0.197,99.5,0.501,0.126,40439,0.75,Rep,Rep
Warren County,TN,40015,0.164,98,0.425,0.135,35376,0.7,Rep,Rep
Washington County,TN,125317,0.165,94.7,0.307,0.306,42817,0.69,Rep,Rep
Wayne County,TN,16897,0.176,122.3,0.436,0.088,30701,0.86,Rep,Rep
Weakley County,TN,34415,0.163,94.7,0.398,0.204,37037,0.74,Rep,Rep
White County,TN,26252,0.19,95.8,0.453,0.121,34901,0.78,Rep,Rep
Williamson County,TN,199456,0.111,95.2,0.164,0.557,96565,0.65,Rep,Rep
Wilson County,TN,122445,0.139,96,0.321,0.283,61070,0.7,Rep,Rep
Anderson County,TX,57915,0.133,158,0.369,0.113,41327,0.78,Rep,Rep
Andrews County,TX,16775,0.101,104.1,0.336,0.117,70423,0.8,Rep,Rep
Angelina County,TX,87748,0.146,95.6,0.316,0.153,44223,0.73,Rep,Rep
Aransas County,TX,24292,0.26,98.1,0.309,0.196,41690,0.74,Rep,Rep
Archer County,TX,8779,0.173,99.3,0.365,0.207,60275,0.89,Rep,Rep
Armstrong County,TX,1943,0.215,101.1,0.243,0.23,59737,0.91,Rep,Rep
Atascosa County,TX,47050,0.135,98.9,0.36,0.14,52192,0.63,Rep,Rep
Austin County,TX,28886,0.17,99.2,0.303,0.201,53687,0.79,Rep,Rep
Bailey County,TX,7126,0.153,107.5,0.324,0.078,37397,0.75,Rep,Rep
Bandera County,TX,20796,0.245,99.8,0.292,0.226,49863,0.8,Rep,Rep
Bastrop County,TX,76948,0.13,103.9,0.304,0.179,54821,0.58,Rep,Rep
Baylor County,TX,3628,0.24,94.7,0.317,0.258,36373,0.85,Rep,Rep
Bee County,TX,32659,0.112,152.4,0.331,0.097,42302,0.56,Rep,Rep
Bell County,TX,326041,0.095,99.6,0.282,0.232,50550,0.55,Rep,Rep
Bexar County,TX,1825502,0.109,96.8,0.252,0.267,51150,0.41,Rep,Rep
Blanco County,TX,10723,0.209,101.4,0.307,0.284,55504,0.74,Rep,Rep
Borden County,TX,705,0.226,105.5,0.289,0.318,73750,0.9,Rep,Rep
Bosque County,TX,17971,0.23,97.1,0.347,0.17,44674,0.81,Rep,Rep
Bowie County,TX,93155,0.15,101.9,0.36,0.182,42670,0.72,Rep,Rep
Brazoria County,TX,331741,0.105,102.8,0.257,0.285,69749,0.6,Rep,Rep
Brazos County,TX,205271,0.079,102.8,0.204,0.389,39808,0.59,Rep,Rep
Brewster County,TX,9235,0.183,92.4,0.214,0.391,38395,0.49,Rep,Rep
Briscoe County,TX,1670,0.213,109,0.256,0.218,38603,0.85,Rep,Rep
Brooks County,TX,7221,0.167,107.7,0.376,0.117,22741,0.24,Rep,Rep
Brown County,TX,37833,0.187,98.4,0.379,0.18,41962,0.86,Rep,Rep
Burleson County,TX,17293,0.193,99.2,0.364,0.149,51821,0.77,Rep,Rep
Burnet County,TX,44144,0.206,98.4,0.319,0.227,49732,0.77,Rep,Rep
Caldwell County,TX,39347,0.13,102.4,0.36,0.155,47233,0.56,Rep,Rep
Calhoun County,TX,21666,0.16,100.1,0.318,0.162,51078,0.67,Rep,Rep
Callahan County,TX,13532,0.193,95.6,0.387,0.144,40981,0.87,Rep,Rep
Cameron County,TX,417947,0.121,93.2,0.24,0.164,33266,0.32,Rep,Rep
Camp County,TX,12516,0.17,95.2,0.365,0.143,37851,0.7,Rep,Rep
Carson County,TX,6068,0.165,93.1,0.284,0.244,66023,0.89,Rep,Rep
Cass County,TX,30328,0.209,94.3,0.44,0.137,37352,0.79,Rep,Rep
Castro County,TX,7948,0.136,104.1,0.331,0.132,39459,0.71,Rep,Rep
Chambers County,TX,37251,0.106,100.7,0.318,0.187,70544,0.8,Rep,Rep
Cherokee County,TX,51167,0.158,104.1,0.334,0.162,39595,0.77,Rep,Rep
Childress County,TX,7059,0.144,134.6,0.401,0.168,36633,0.86,Rep,Rep
Clay County,TX,10479,0.197,101,0.395,0.159,48297,0.87,Rep,Rep
Cochran County,TX,2993,0.143,103.1,0.297,0.122,39113,0.75,Rep,Rep
Coke County,TX,3238,0.265,106.1,0.335,0.207,42467,0.89,Rep,Rep
Coleman County,TX,8536,0.223,97.9,0.411,0.118,35156,0.87,Rep,Rep
Collin County,TX,862215,0.092,96.4,0.155,0.497,84735,0.56,Rep,Rep
Collingsworth County,TX,3058,0.198,95,0.327,0.152,39743,0.85,Rep,Rep
Colorado County,TX,20757,0.202,97.2,0.388,0.182,46618,0.75,Rep,Rep
Comal County,TX,119632,0.17,97.9,0.255,0.334,65833,0.73,Rep,Rep
Comanche County,TX,13623,0.226,96,0.37,0.167,37470,0.83,Rep,Rep
Concho County,TX,4086,0.163,200.4,0.301,0.116,48368,0.83,Rep,Rep
Cooke County,TX,38761,0.171,97.4,0.321,0.21,52406,0.83,Rep,Rep
Coryell County,TX,76128,0.085,98,0.303,0.148,49340,0.67,Rep,Rep
Cottle County,TX,1510,0.271,108.6,0.309,0.153,34955,0.83,Rep,Rep
Crane County,TX,4730,0.118,100.3,0.304,0.128,58333,0.76,Rep,Rep
Crockett County,TX,3699,0.151,100.5,0.272,0.133,53678,0.7,Rep,Rep
Crosby County,TX,6007,0.18,95,0.307,0.118,37434,0.69,Rep,Rep
Culberson County,TX,2296,0.157,95.9,0.329,0.099,35000,0.37,Rep,Rep
Dallam County,TX,7014,0.08,115,0.333,0.111,41345,0.82,Rep,Rep
Dallas County,TX,2485003,0.094,97.3,0.229,0.291,50270,0.35,Rep,Rep
Dawson County,TX,13542,0.145,130.6,0.374,0.11,41095,0.74,Rep,Rep
Deaf Smith County,TX,19245,0.115,97.3,0.308,0.148,43373,0.69,Rep,Rep
Delta County,TX,5223,0.207,98.1,0.336,0.188,42432,0.81,Rep,Rep
Denton County,TX,731851,0.082,96.9,0.193,0.413,75050,0.58,Rep,Rep
DeWitt County,TX,20540,0.193,110.8,0.375,0.145,49736,0.81,Rep,Rep
Dickens County,TX,2281,0.216,115.4,0.283,0.154,39700,0.83,Rep,Rep
Dimmit County,TX,10682,0.141,94.3,0.298,0.119,36825,0.3,Rep,Rep
Donley County,TX,3588,0.235,96.9,0.335,0.152,36681,0.84,Rep,Rep
Duval County,TX,11577,0.175,109,0.333,0.081,33939,0.32,Rep,Rep
Eastland County,TX,18328,0.209,96,0.359,0.144,34888,0.87,Rep,Rep
Ector County,TX,149557,0.097,101.1,0.287,0.147,57150,0.69,Rep,Rep
Edwards County,TX,1906,0.293,81.2,0.288,0.25,41813,0.7,Rep,Rep
Ellis County,TX,157058,0.113,97.6,0.297,0.212,62465,0.71,Rep,Rep
El Paso County,TX,831095,0.109,95.6,0.245,0.213,41637,0.26,Rep,Rep
Erath County,TX,40039,0.134,96.8,0.271,0.266,41416,0.81,Rep,Rep
Falls County,TX,17410,0.164,88.9,0.377,0.118,36079,0.66,Rep,Rep
Fannin County,TX,33748,0.185,111.7,0.352,0.16,44071,0.8,Rep,Rep
Fayette County,TX,24849,0.231,97.5,0.369,0.16,47808,0.78,Rep,Rep
Fisher County,TX,3858,0.239,89.9,0.334,0.163,41406,0.73,Rep,Rep
Floyd County,TX,6178,0.182,95.6,0.291,0.166,41026,0.75,Rep,Rep
Foard County,TX,1197,0.294,97.5,0.281,0.227,36477,0.75,Rep,Rep
Fort Bend County,TX,658331,0.09,96.6,0.175,0.437,89152,0.45,Rep,Rep
Franklin County,TX,10599,0.194,103.2,0.335,0.181,41537,0.82,Rep,Rep
Freestone County,TX,19586,0.18,109.3,0.339,0.123,44301,0.79,Rep,Rep
Frio County,TX,18168,0.122,144,0.338,0.08,36404,0.46,Rep,Rep
Gaines County,TX,18916,0.094,102.1,0.279,0.119,57635,0.85,Rep,Rep
Galveston County,TX,308163,0.124,97.8,0.245,0.293,62313,0.59,Rep,Rep
Garza County,TX,6410,0.104,196.3,0.278,0.094,48508,0.83,Rep,Rep
Gillespie County,TX,25398,0.279,95.2,0.266,0.334,54859,0.8,Rep,Rep
Glasscock County,TX,1180,0.147,124.8,0.258,0.245,67303,0.92,Rep,Rep
Goliad County,TX,7410,0.204,97.2,0.395,0.139,51226,0.71,Rep,Rep
Gonzales County,TX,20172,0.161,100.7,0.337,0.138,42983,0.73,Rep,Rep
Gray County,TX,22983,0.156,114.2,0.33,0.136,43288,0.88,Rep,Rep
Grayson County,TX,122780,0.166,95.3,0.32,0.203,47952,0.75,Rep,Rep
Gregg County,TX,123178,0.139,96,0.282,0.205,47639,0.69,Rep,Rep
Grimes County,TX,26961,0.16,122.1,0.359,0.115,46195,0.74,Rep,Rep
Guadalupe County,TX,143460,0.127,97.5,0.297,0.26,62420,0.64,Rep,Rep
Hale County,TX,35504,0.124,106.8,0.322,0.147,43375,0.72,Rep,Rep
Hall County,TX,3203,0.227,100.4,0.279,0.127,30950,0.82,Rep,Rep
Hamilton County,TX,8266,0.26,95.6,0.332,0.213,42432,0.85,Rep,Rep
Hansford County,TX,5559,0.148,100.5,0.296,0.194,44219,0.89,Rep,Rep
Hardeman County,TX,3992,0.178,94.1,0.331,0.176,37174,0.8,Rep,Rep
Hardin County,TX,55375,0.147,97.4,0.382,0.154,52614,0.86,Rep,Rep
Harris County,TX,4356362,0.091,99,0.233,0.294,54457,0.42,Rep,Rep
Harrison County,TX,66417,0.149,96.4,0.34,0.192,45974,0.71,Rep,Rep
Hartley County,TX,6121,0.141,160.5,0.343,0.213,63004,0.89,Rep,Rep
Haskell County,TX,5853,0.218,133.1,0.326,0.147,39850,0.79,Rep,Rep
Hays County,TX,177562,0.096,99.2,0.214,0.361,58583,0.47,Rep,Rep
Hemphill County,TX,4115,0.144,96.5,0.258,0.244,62813,0.87,Rep,Rep
Henderson County,TX,79016,0.203,95.5,0.343,0.165,41607,0.79,Rep,Rep
Hidalgo County,TX,819217,0.101,95.1,0.232,0.167,34782,0.28,Rep,Rep
Hill County,TX,34923,0.195,96.8,0.331,0.148,41382,0.78,Rep,Rep
Hockley County,TX,23322,0.134,97.1,0.262,0.157,50665,0.8,Rep,Rep
Hood County,TX,53171,0.233,97.6,0.284,0.255,56100,0.82,Rep,Rep
Hopkins County,TX,35645,0.17,97.4,0.373,0.162,44396,0.79,Rep,Rep
Houston County,TX,22949,0.204,114,0.373,0.145,32698,0.75,Rep,Rep
Howard County,TX,36105,0.125,131.3,0.313,0.128,49575,0.76,Rep,Rep
Hudspeth County,TX,3330,0.163,97.6,0.245,0.082,26384,0.58,Rep,Rep
Hunt County,TX,88052,0.151,97.7,0.346,0.174,45197,0.77,Rep,Rep
Hutchinson County,TX,21858,0.146,100.8,0.312,0.151,49353,0.87,Rep,Rep
Irion County,TX,1644,0.157,100.5,0.349,0.147,58500,0.87,Rep,Rep
Jack County,TX,8946,0.154,133.9,0.405,0.111,50324,0.89,Rep,Rep
Jackson County,TX,14486,0.163,95.1,0.339,0.174,54926,0.81,Rep,Rep
Jasper County,TX,35768,0.175,94,0.44,0.096,40820,0.79,Rep,Rep
Jeff Davis County,TX,2232,0.274,96,0.211,0.365,50165,0.59,Rep,Rep
Jefferson County,TX,252872,0.132,104.6,0.333,0.184,43540,0.49,Rep,Rep
Jim Hogg County,TX,5239,0.185,102.4,0.302,0.129,35521,0.2,Rep,Rep
Jim Wells County,TX,41461,0.137,97.3,0.341,0.11,42986,0.44,Rep,Rep
Johnson County,TX,155450,0.128,99.7,0.317,0.174,58135,0.77,Rep,Rep
Jones County,TX,19978,0.141,172.7,0.39,0.097,43897,0.81,Rep,Rep
Karnes County,TX,14879,0.144,144.7,0.363,0.13,45502,0.71,Rep,Rep
Kaufman County,TX,109289,0.115,96.2,0.314,0.19,60391,0.72,Rep,Rep
Kendall County,TX,37361,0.185,92.5,0.211,0.409,73240,0.79,Rep,Rep
Kenedy County,TX,565,0.12,109.3,0.334,0.15,36438,0.45,Rep,Rep
Kent County,TX,821,0.294,106.3,0.261,0.248,47024,0.83,Rep,Rep
Kerr County,TX,50149,0.261,93.2,0.278,0.281,43810,0.76,Rep,Rep
Kimble County,TX,4486,0.277,99.6,0.354,0.171,40125,0.87,Rep,Rep
King County,TX,267,0.172,103.8,0.395,0.218,63250,0.94,Rep,Rep
Kinney County,TX,3577,0.147,140.9,0.279,0.126,38281,0.66,Rep,Rep
Kleberg County,TX,32029,0.123,107.6,0.221,0.255,38247,0.46,Rep,Rep
Knox County,TX,3796,0.204,100.4,0.37,0.152,40493,0.79,Rep,Rep
Lamar County,TX,49566,0.18,94.3,0.347,0.162,40748,0.78,Rep,Rep
Lamb County,TX,13742,0.162,102.8,0.305,0.164,39851,0.78,Rep,Rep
Lampasas County,TX,20219,0.174,96.1,0.258,0.21,49630,0.78,Rep,Rep
La Salle County,TX,7191,0.137,126.8,0.327,0.149,37292,0.42,Rep,Rep
Lavaca County,TX,19549,0.218,93.7,0.416,0.159,48677,0.85,Rep,Rep
Lee County,TX,16664,0.164,101.5,0.391,0.172,53902,0.77,Rep,Rep
Leon County,TX,16819,0.227,97.6,0.362,0.172,49802,0.86,Rep,Rep
Liberty County,TX,77486,0.124,97.2,0.38,0.096,48729,0.78,Rep,Rep
Limestone County,TX,23454,0.169,106.4,0.357,0.138,37554,0.75,Rep,Rep
Lipscomb County,TX,3483,0.128,115.4,0.372,0.186,63125,0.88,Rep,Rep
Live Oak County,TX,11873,0.2,117.8,0.36,0.128,50400,0.81,Rep,Rep
Llano County,TX,19323,0.336,91.2,0.272,0.276,48259,0.8,Rep,Rep
Loving County,TX,117,0.205,172.1,0.519,0.019,65625,0.89,Rep,Rep
Lubbock County,TX,290782,0.114,97.7,0.259,0.275,46075,0.67,Rep,Rep
Lynn County,TX,5764,0.159,101.4,0.319,0.165,39526,0.77,Rep,Rep
McCulloch County,TX,8273,0.206,97.6,0.313,0.155,40561,0.83,Rep,Rep
McLennan County,TX,241505,0.13,95.1,0.279,0.223,42687,0.62,Rep,Rep
McMullen County,TX,778,0.298,108.6,0.29,0.155,46250,0.91,Rep,Rep
Madison County,TX,13838,0.146,166.6,0.368,0.107,39390,0.78,Rep,Rep
Marion County,TX,10248,0.232,91.6,0.376,0.144,34175,0.71,Rep,Rep
Martin County,TX,5252,0.121,99.8,0.355,0.175,55682,0.83,Rep,Rep
